Book,Army,Var,Army Name,,Topography,Agg,General,1,2,3,4,5,6,7,8,9,10,Check,,Kn,HCh,Cv,LCh,Cm,LH,LCm,El,SCh,Pk,Sp,Bd,Bw,Lb,Cb,Wb,Hd,Ax,Ps,Art,WWg,CWg,CP,Lit,Enemies,Allies
2,34,,Attalid Pergamene Army 263-129 BC,a1,Arable,1,3Kn or Cv,1x3Kn or Cv,1xLH,5xPs,1xPs,1xPs,2xPs or 3Ax or 4Wb or 4Ax or 7HD or 4Pk,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/6, 14, 19b, 19c, 19d, 30b, 33, 35",II/14 or 31g
2,35,,Later Macedonian Army 260-148 BC,a1,Arable,1,Cv,1xCv,1xLH,2x4Pk,2x4Pk,2x4Ax or Ps,1xPs or 4Ax or 4Wb,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, 48, 19b, 19c, 19d, 31e, 31j, 33, 34",II/31f or 31g
2,36,a,Graeco-Bactrian Army 250-130 BC,S1,Steppe,1,3Kn,1xLH,1xLH,(1x3Kn + 1x3Kn or Kn + 1xEl + 4x4Pk + 1x3/4Ax + 1xPs) or (4x3Kn + 4xLH + 1xLH),,,,,,,,22,,5,0,0,0,0,7,0,1,0,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,"I/43b, 43c, II/2, 3a, 19b, 36a, 36b, 37, 46a",II/43b
2,36,b,Graeco-Indian Army 170-55 BC,t1,Tropical,1,Cv,1xCv or LH,4x4Pk,2xEl,2x3/4Bw,1x4Ax,1xPs,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/2, 3a, 36a, 36b, 46a",II/3 and/or 46a
2,37,,Parthian Army 250 BC-225 AD,s2,Steppe,2,4Kn,1x4Kn,1x4Kn or LH,2x4Kn or LH or Ps,1x4Kn or LH or 4Ax,4xLH,2xLH or 3Ax or 3Bw,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, 43c, II/3a, 3b, 19c, 19d, 22a, 22b, 22c, 22d, 22f, 23a, 24, 26, 28a, 28b, 28d, 36a, 37, 44, 46a, 46b, 48, 49, 51, 56, 58, 64b, 69a",I/43b or II/22c or 22e or 23a or 26 or 28b or 44
2,38,a,Hsiung-nu Army 250 BC-303 AD,s2,Steppe,2,Cv ,2xCv,8xLH,1xLH or Ps,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, II/4a, 4c, 4e, 21a, 38a, 41a, 41b, 46a, 46b, 61a, 63",II/21a and/or 41a
2,38,b,Southern Hsiung-nu Army 304-449 AD,s2,Steppe,2,3Kn,1x4Kn,6xLH,3x3Ax,1x3Bw or Ps,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21b, 21c, 38b, 61a, 61b, 61c, 63, 79b",
2,38,c,Juan-juan Army 308-555 AD,s2,Steppe,2,Cv,1xCv,9xLH,1xLH or Ps,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21c, 38c, 38b, 61a, 61b, 61c, 63, 79a, 80d, III/8, 11b",III/11b
2,39,a,Iberian Army 240-20 BC,a0,Arable,0,Cv,1xLH,6x3/4Ax,4xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 32a, 32b, 33, 39b, 39c, 47a, 49",
2,39,b,Celtiberian Army 240-20 BC,h0,Hilly,0,Cv,1xLH,6x3Bd,4xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 32a, 32b, 33, 39a, 39c, 47a, 49",
2,39,c,Lusitanian Army 240-20 BC,h0,Hilly,0,Cv,1xLH,3x3Ax or PS,6xPs,1x4Bd or 3Bd,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 32a, 32b, 33, 39a, 39b, 49",II/49
2,40,,Numidian or Early Moorish Army 215 BC-24 AD,h1,Hilly,1,Cv or LH,4xLH,4xPs,1xPs or El,2x4Ax or 4Bd or Ps or LH,,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, II/32a, 32b, 33, 40, 49, 56",II/56
2,41,a,Western Han Army 202 BC-24 AD,a3,Arable,3,HCh or Cv,2xCv,1xLH,3xLH,4x8Cb or 4Cb or 5Hd or LH,1x4Ax or Ps or 7Hd or Art or Cv,,,,,,20,,0,1,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,"I/43b, 49b, II/21a, 29, 38a, 41a, 46a, 46b",
2,41,b,Eastern Han Army 25-189 AD,a1,Arable,1,Cv,2xCv,1xLH,2xLH,3x4Cb,2x4Bd or 4Ax,1xPs or 7Hd or Art,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, 49c, II/21a, 29, 38a, 41b, 46b, 61a",II/38a and/or 61a
2,42,a,Tamil Army 175 BC-300 AD,t0,Tropical,0,El,2xEl,1xCv,4x3Wb,2x3Bw,2xPs,,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/3a, 3b, 42a, 42c",
2,42,b,Tamil Army 301-1370 AD,t3,Tropical,3,El,2xEl,1xCv,3x3Bd,2x3Bw,1x3/4Wb or 7Hd,2xPs or 3Bw,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/3b, 42b, 42d, III/10a, 10c, IV/37a",II/47d or III/10c
2,42,c,Sinhalese Army 175 BC-300 AD,t0,Tropical,0,El or Lit,1xEl,2x3Wb,6x3Bw,2xPs,,,,,,,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"II/42a, 42c",
2,42,d,Sinhalese Army 301-1515 AD,t0,Tropical,0,El or Lit,1xEl,2x3Bd,6x3Bw,2xPs,,,,,,,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"II/42b, 42d, III/9b, 10c, IV/37a, 73",
2,43,,Maccabean Jewish Army 168-104 BC,h1,Hilly,1,LH or 3Kn,2xLH,4x4Ax or 4x4Pk,2x4Ax,1x LH or Ps,2xPs,,,,,,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19c, 19d, 22a, 22b",
2,44,,Commagene Army 163 BC-17 AD & 38-72 AD,h1,Hilly,1,4Kn or 4Pk,1x4Kn or LH,2xLH,2x4Pk or 4Bd,4x3Bw,1x4Pk or 4Ax or 4Ax or 4Wb,1xPs,,,,,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/14, 19d, 22e, 28a, 28b, 33, 37, 49, 56, 59",
2,45,a,Armies of the First Servile War in Sicily 135-132 BC,a0,Arable,0,3/4Ax,3x3Ax,5x5Hd,3xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,II/33,
2,45,b,Armies of the Second Servile War in Sicily 103-99 BC,a0,Arable,0,Cv,1xLH,1x3Ax,2x4Bd,5x5Hd,2xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,II/49,
2,45,c,Sparticus' Army in Southern Italy 74-71 BC,a0,Arable,0,Cv or 4Bd,1x4Bd,3x4Bd,1x3/4Wb,4x5Hd,2xPs,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,II/49,
2,46,a,Kushan Army 135-51 BC,s2,Steppe,2,4Kn,2x4Kn,4xLH,1xEl or LH,2xLH or 3Ax or 4Pk,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, II/36a, 36b, 37, 38a, 41a",I/43b
2,46,b,Kushan Army 50 BC-410 AD,a2,Arable,2,4Kn,1x4Kn,2xLH,1xEl,1x4Bd,2x4Ax,2x3Lb,1x3Ax,1xPs,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, II/3a, 3b, 37, 38a, 41a, 41b, 63, 69a, 69b, 80c, 80d",I/43b or II/37 or 80d
2,46,c,Kushan Kidarite Army 411-477 AD,h2,Hilly,2,4Kn,2x4Kn,6xLH,1xEl or LH,1x3Ax,1xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/69b, 69c, 79a, 80d",
2,47,a,Armies of the Cimbri or Teutones 113-102 BC,f4,Forest,4,Cv,1xCv,9x4Wb,1xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 39a, 39b, 47g, 49",II/11
2,47,b,Ariovistus's Army in 58 BC,f4,Forest,4,4Wb,2xCv,8x4Wb,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/11, 47g, 49",
2,47,c,Civilis' Batavian Army in 69 AD,l2,Littoral,2,Cv,2x4Ax,8x3Wb,1xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,II/56,II/47g
2,47,d,Other Batavian or Cherusci Army,l2,Littoral,2,Cv,2x4Wb or 3Wb,7x3Wb,2xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/47e, 47f, 47g, 49, 56",II/47e or 47f or 47g
2,47,e,Marcomanni Army 9 BC - 19 AD,f2,Forest,2,Cv,1xCv,1xCv or Ps,6x4Wb,2x4Bd,1xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 47d, 47f, 47g, 56, 64a",II/47d or 47f or 47g
2,47,f,Suevi Army 19-49 AD,f2,Forest,2,3Kn,1x3Kn,1xCv or Ps,8x4Wb,1xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 47d, 47e, 47g, 56, 64a","II/47d, or 47e or 47g"
2,47,g,Other Early German Armies 115-BC-250 AD,f2,Forest,2,Cv or 4Wb,1xCv,8x4Wb,1xCv or Ps,1xPs,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I/47, II/11, 26, 47a, 47b, 47d, 47e, 47f, 47g, 49, 56, 64a, 66",II/47d or 47e or 47f or 47g
2,48,,Mithridatic Army 110-47 BC,a3,Arable,3,Cv,1x3Kn,1xLH,(4x4Pk) or (4x4Bd),1xSCh or LH,1x4Ax,2x3Ax or Ps,1xPs,,,,11,,0,0,1,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, II/6, 14, 24, 25, 26, 30b, 37, 49",II/28a or 28b
2,49,,Marian Roman Army 105-25 BC,a3,Arable,3,Cv or 4Bd,1xCv or LH,5x4Bd,2x4Bd or 4Ax or LH,1xPs or 3Ax,1xPs,1xEl or 4Wb or Cv or Art,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 47, 48, II/11, 14, 20c, 20d, 23a, 28a, 28b, 30b, 30c, 37, 39a, 39b, 39c, 40, 44, 45b, 45c, 47a, 47b, 47d, 47g, 48, 49, 51, 52, 53",II/6  or 11 or (23a and/or 51) or 28b or 30b or 30c or 40 or 49 or 52
2,50,,Hasmonean Jewish Army 103-63 BC,h1,Hilly,1,3Kn,1xLH,3x4Ax,2x4Ax or 4Pk or 5Hd,3xPs,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19d, 22a, 50",II/22a
2,51,,Late Judaean Army 63 BC-6 AD,h1,Hilly,1,3Kn or 4Ax,2x4Ax or 4Bd,3x4Ax,1xCv or LH,3xPs,2xPs or 3Ax or 5Hd or 7Hd,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"II/20d, 22a, 22b, 37, 49, 51, 56",II/37 or 49 or 56
2,52,,Dacian or Carpian Army 60 BC-106 AD & 106-380 AD,h1,Hilly,1,4Wb or Cv,1xLH or Cv,6x3Wb,1x3Bd,2xPs,1x3Bd or 3Kn or Ps,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I/47, II/11, 26, 49, 52, 56, 64b, 78b",II/26
2,53,,Ancient British Army 55 BC-75 AD,a0,Arable,0,LCh or 3Wb,2xLH,3xLCh or Ps or 3Wb,5x3Wb,1x3Wb or Ps or 7Hd,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/49, 53, 54a, 56, 60",II/56 (If Brigantes)
2,54,a,Scots-Irish Army 55 BC-432 AD,l3,Littoral,3,LCh,2xLCh,1xLCh or 3Wb or 3Ax or 4Ax or 4Ax or 4Wb,6x3Ax,2xPs,,,,,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/53, 54a, 56, 60, 64a, 68a, 78a, 81a, 81b",
2,54,b,Scots-Irish Army 433-841 AD,l3,Littoral,3,LCh or 4Ax,9x3Ax,1xPs,1x7Hd or Ps,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"II/54b, 68a, 68b, 81b, 81c, 81d, III/19a, 40a, 40b",
2,55,a,Army of Nobades or Blemmye 30 BC-200 AD,d2,Dry,2,Cv,1xCv,2xCv or 3Ax,4x3Bw or Ps,4xSp or 3Ax,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/58, II/55a, 56, 62a, 64b",
2,55,b,Blemmye or Nobades Army 201-831 AD,d2,Dry,2,Cv,2xCv,1xLCm or 3Bw,2xCm or 3Ax,2xSp or 3Ax,4x3Bw or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/58, II/55b, 62a, 64b, 78b, III/4a, 4b, 12, 17, 25b, 25c, 31, 37a",
2,55,c,Beja Army 832-1500 AD,d2,Dry,2,Cv or LH,5x3Bw or Ps,3x3Ax or LH,2xCm or 4Bd,1xLH or Cv or 3Bw or Ps,,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55c, 62a, 62b, III/12, 31, 37a, 37b, 49, 66, IV/20, 45",III/12
2,56,,Early Imperial Roman Army 25 BC-197 AD,a3,Arable,3,Cv or 4Bd,1xCv,4x4Bd,3x4Ax,1xCv or 4Ax or 4Bw or Ps,1xLH or 3Wb or Ps or 3Bd,1x3Kn or LH or Art or LCm,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 47, 48, 58, II/2, 14, 22a, 22b, 22e, 23a, 23c, 24, 25, 26, 28b, 37, 40, 44, 47c, 47d, 47e, 47f, 47g, 51, 52, 53, 54a, 55a, 56, 57, 58, 59, 60, 64b",(II/22a or 22b or 22e and/or 44) or II/28b or 47d or 51
2,57,,Later Moorish Army 25-696 AD,h1,Hilly,1,LH or Cv,5xLH,6x3Ax or Ps,,,,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/56, 64a, 78a, 84, III/4a, 4b, 17, 25b, 25c, 29, 31",
2,58,,Alan Army 50-1500 AD,a1,Arable,1,3Kn or LH,3x3Kn or LH,5xLH,2xLH or 4Bd,1xLH or Ps,,,,,,,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/25, 26, 28b, 28c, 37, 56, 65b, 65c, 66, 67b, 69a, 69b, 69c, 78a, 78b, 80b, 80d, III/13b, 14a, 16, 31, 47, 54a, 54b, 71a, 71b, 71c, 74b, 80, IV/24a, 31, 34, 35, 46, 47, 50, 55a, 55b, 60, 75, 77",
2,59,,Jewish Revolts 66-70 AD & 132-135 AD,h0,Hilly,0,3/4Ax,2x4Ax,4x5Hd or 3Ax,2x3Wb,3xPs,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"II/22a, 22b, 44, 56, 59",
2,60,,Caledonian Army 75-211 AD,a1,Arable,1,LCh or 3Wb,2xLCh,8x3Wb,1x3Wb or Ps,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/53, 54a, 56, 64a",
2,61,a,"Wu-Huan, T'u-yu-hun or Hsien-pi Army 90-316 AD",s1,Steppe,1,Cv,2xCv or LH,8xLH,1xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21a, 21b, 21c, 38a, 38b, 38c, 41b, 61a, 61b, 63, 76",
2,61,b,Mu-jung Hsien-pi Army 300-431 AD,a3,Arable,3,4Kn,2x4Kn or 3Kn,4xLH or 6Cv or 7Hd,2x4Bd,2x4Cb,1xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21b, 21c, 38b, 38c, 61a, 61c, 61d, 63, 76, 79a",II/21c
2,61,c,Other Hsien-pi or T'u-yu-hun Army 317-431 AD,s3,Steppe,3,4Kn,3x4Kn or 3Kn,5xLH,2xLH or 3Ax,1xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21b, 21c, 38b, 38c, 61b, 61c, 61d, 63, 76, 79a",
2,61,d,Khitan or Hsi Army 350-1000 AD,s2,Steppe,2,Cv,2xCv,8xLH,1xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/61b, 61c, 61d, 76, 79a, III/11b, 20a, 20c, 39, 42a, 42b, 56",
2,62,a,Abyssian or Horn of Africa Army 100-1284 AD,h3,Hilly,3,LH or El,1x3Bd or 3Wb,1xLH or LCm or 3Wb,6x3Wb,2x3Bw or Ps,1xPs,,,,,,2,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/58, II/23a, 23c, 55a, 55b, 55c, III/12, 31, 37a, 37b, 66",(II/23a and/or 23c) or (I/58 and/or II/55b
2,62,b,Abyssian or Horn of Africa Army 1285-1529 AD,h1,Hilly,1,LH,2xLH,2xLH or LCm,4x3Wb,2x3Bw,1xPs,,,,,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 55c, III/12",
2,63,,Three Kingdoms or Western Ts'in (Chin) Chinese Army 189-316 AD,a1,Arable,1,Cv,1xCv or 3Wb,1xLH or 3Wb,2x4Bd,1x4Ax,3x4Cb or 4Bw,1xPs,1x4Bd or 3/4Bd or WWg,1xArt or LH,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49c, 49d, II/21b, 38a, 38b, 38c, 46b, 61a, 61b, 61c, 75, 76, 77a","II/21a, or 21b or (II/38a and/or 61a)"
2,64,a,Western Roman Army 193-324 AD,a1,Arable,1,Cv,1xCv,1xLH or 4Bd,4x4Bd,3x4Ax,1x4Ax or 4Bw or Ps,1x3Kn or 4Bd or 3Bd or Art,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/26, 47e, 47f, 47g, 54a, 57, 60, 64a, 64b, 65b, 66, 68b, 70a, 72a, 72b, 72c, 72d, 73, 78a",II/72d
2,64,b,Eastern Roman Army 193-324 AD,a2,Arable,2,Cv,1xCv,1xLH,4x4Bd,3x4Ax,1x4Ax or 4Bw or Ps,1x4Kn or 4Bd or 3Bd or Art,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/58, II/22c, 22d, 28b, 28c, 37, 52, 55a, 55b, 56, 64a, 64b, 65b, 66, 69a, 69b, 71, 74b, 78a",(II/23a and/or 28b or 28c) or II/65b
2,65,a,Gothic Army at Adrianople 378 AD,a3,Arable,3,4Wb,2x3Kn,1xLH,7x4Wb,1xPs,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,II/78b,
2,65,b,Tervingi or Early Visogothic Army 200-407 AD,a3,Arable,3,3Kn or 4Wb,1x3Kn,8x4Wb,2xPs,,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/26, 58, 64a, 64b, 65b, 66, 67b, 71, 72d, 78a, 78b, 80a, 80d",(II/52 and/or 67b) or 78a
2,65,c,Alaric & successors 408-419 AD,a3,Arable,3,3Kn,2x3Kn,1x3Kn or LH,4x4Wb,2x4Wb or 7Hd,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, 65c, 66, 67b, 71, 72d, 78a, 78b, 80a, 80d, 81c",
2,66,,Early Vandal Army 200-442 AD,a3,Arable,3,3Kn,2x3Kn or 4Wb,7x4Wb,1x4Wb or 3Kn or LH,1xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/47g, 58, 64a, 64b, 65b, 65c, 71, 72a, 72c, 72d, 78a, 82a, 83a",II/57 or (II/58 and/or 72c)
2,67,a,Radagaisus' Army 402-406 AD,a3,Arable,3,3Kn,4x3Kn,1xLH,4x4Wb,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,II/78a,
2,67,b,Other Ostrogothic Armies 200-493 AD,a3,Arable,3,3Kn,5x3Kn,6xPs,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/25, 26, 58, 65b, 65c, 71, 72d, 78a, 78b, 80a, 80d, 82a, 82b, 83a, 83b, III/2",(II/52 and 80d) or (II/71 and/or 72d)
2,68,a,Pictish Army 211-449 AD,l3,Littoral,3,LCh,1xLCh or LH,1xLH or 4Wb,5x3Pk,1x3Pk or Ps,3xPs,,,,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/54a, 54b, 68a, 73, 78a, 81a, 81b, 81c",II/54a and/or 73
2,68,b,Pictish Army 500-842 AD,a1,Arable,1,Cv or 3Pk,2xLH,6x3Pk,3xPs,,,,,,,,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/54b, 73, 81c, 81d, III/24a, 24b, 40a, 40b",
2,69,a,Sassanid Persian Army 220-224 AD,a3,Arable,3,3Kn,2x3Kn or Cv or LH,6xCv or LH,1xLH or Ps,2x7Hd or LH,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/22c, 22e, 23a, 23c, 28b, 28c, 28d, 37, 46b, 58, 64b, 78b",
2,69,b,Sassanid Persian Army 225-493 AD,a3,Arable,3,Cv,1x4Kn,4xCv,1xEl or Cv,1xCv or Ps,1xLH or LH or 3Ax or 4Ax,2x7Hd,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 23c, 28c, 28d, 46b, 46c, 58, 64b, 69b, 74a, 78b, 80b, 80d, 82b, III/4a, 11b",II/22a or 28c or 46b or 80a or 80d
2,69,c,Sassanid Persian Army 494-651 AD,a3,Arable,3,Lit or Cv or 4Kn,5xCv,1xLH,1xEl or Cv,1xPs or LH,1x4Ax or 3Bd or Cv,2x7Hd or LH,,,,,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"II/23a, 28c, 58, 69c, 82b, III/4b, 11b, 16, 17, 25a, 25b",II/23a or 28c or 58 or 80d or III/11b
2,70,a,Army of the Burgundi 250-534 AD,f3,Forest/Arable,3,Cv or 4Wb,1xCv or 4Wb,8x4Wb,2xPs,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/64a, 72b, 72c, 72d, 78a, 80a, 81c, 82a, III/3, 5a",
2,70,b,Army of the Limigantes 334-359 AD,s3,Steppe/Arable,3,LH or 4Wb,1xLH or 4Wb,8x4Wb,2xPs,,,,,,,,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/26, 78b",
2,71,,Gepid Army 250-566 AD,s3,Steppe,3,3Kn,3x3Kn,4x4Wb,4xPs,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/64b, 65b, 65c, 66, 67b, 71, 72a, 72c, 72d, 80d, 83a, 83b, III/1c, 2, 3, 4a, 4b, 13a",II/66 or (II/67b and/or 73)
2,72,a,Quadi Army 250-406 AD,f3,Forest,3,3Kn,10x4Wb,1xPs,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/64a, 66, 71, 72d, 78a, 78b, 80d",II/26
2,72,b,Alamanni Army 250-506 AD,f3,Forest/Arable,3,Cv/4Wb,7x4Wb,3x3Bw or 7Hd,1xPs,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/64a, 70a, 72d, 73, 78a, 83a",(II/67b and/or 70a) or II/72a or 72d
2,72,c,Suevi Army 250-584 AD,f3,Forest/Arable,3,3Kn,8x4Wb,2x3Bw or Ps,1xPs,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/64a, 66, 70a, 71, 72d, 78a, 82a, 83a",II/67b or 78a or 82
2,72,d,"Other Early Frankish, Rugian or Turcilingi Armies 250-493 AD",f3,Forest/Arable,3,Cv or 4Wb,10x4Wb,1xPs,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/64a, 65b, 65c, 66, 67b, 70a, 71, 72a, 72b, 72c, 72d, 73, 78a, 80a, 80d, 83a, III/1c, 2, 3",II/72b
